Handle,Titre,Vendeur,Prix_vente,Prix_barre,Economie,Remise_pct,Description,Image,Marque,Type,Categorie
toaster-4-tranches-smeg-tsf03-blanc,Toaster 4 tranches Smeg TSF03-Blanc,SMEG,185.0,210.0,25.0,12.0,Toaster 4 tranches Smeg TSF03 Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N • Esthétique années '50 • Famille: Toaster/Grille-pain • Nombre de tranches: 4 • Esthétique: Années 50 • Famille: Toaster/Grille-pain • Nombre de panneaux de commande: 2 • Nombre de fentes: 4 • Nombre de tranches: 4 • Nombre de tiroirs ramasse-miettes: 2 TYPE • Esthétique: Années 50 • Matériau du corps: Inox • Couleur de la base: Chromé brillant • Matériau de la base: Plastique • Couleur du top: Chromé brillant • Matériau du top: Plastique ESTHÉTIQUE • Type de commandes: Levie,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_6c21aebc-1adf-4aa7-99d2-91833d2553e2.png?v=1772291635,SMEG,Grille-pain,Non classé
toaster-4-tranches-smeg-tsf03-creme,Toaster 4 tranches Smeg TSF03-Crème,SMEG,185.0,210.0,25.0,12.0,Toaster 4 tranches Smeg TSF03 Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N • Esthétique années '50 • Famille: Toaster/Grille-pain • Nombre de tranches: 4 • Esthétique: Années 50 • Famille: Toaster/Grille-pain • Nombre de panneaux de commande: 2 • Nombre de fentes: 4 • Nombre de tranches: 4 • Nombre de tiroirs ramasse-miettes: 2 TYPE • Esthétique: Années 50 • Matériau du corps: Inox • Couleur de la base: Chromé brillant • Matériau de la base: Plastique • Couleur du top: Chromé brillant • Matériau du top: Plastique ESTHÉTIQUE • Type de commandes: Levie,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_ef6fd443-ad37-4748-b52e-eee9deee1a8b.png?v=1772291344,SMEG,Grille-pain,Non classé
toaster-4-tranches-smeg-tsf03-noir,Toaster 4 tranches Smeg TSF03-Noir,SMEG,185.0,210.0,25.0,12.0,Toaster 4 tranches Smeg TSF03 Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N • Esthétique années '50 • Famille: Toaster/Grille-pain • Nombre de tranches: 4 • Esthétique: Années 50 • Famille: Toaster/Grille-pain • Nombre de panneaux de commande: 2 • Nombre de fentes: 4 • Nombre de tranches: 4 • Nombre de tiroirs ramasse-miettes: 2 TYPE • Esthétique: Années 50 • Matériau du corps: Inox • Couleur de la base: Chromé brillant • Matériau de la base: Plastique • Couleur du top: Chromé brillant • Matériau du top: Plastique ESTHÉTIQUE • Type de commandes: Levie,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_2ea54a7e-6628-41e6-8957-ab38bb232b3f.png?v=1772288158,SMEG,Grille-pain,Non classé
pack-de-24-cartouches-de-gaz-campingaz-cv-470-plus,Pack de 24 Cartouches de gaz CAMPINGAZ CV 470 PLUS,Campingaz,190.0,215.0,25.0,12.0,"Pack de 24 cartouches de gaz - CV 470 Plus Les cartouches à valve se déconnectent et se reconnectent même pleines : le gaz reste emprisonné grâce à la valve haute sécurité qui les équipe. Cette caractéristique constitue un avantage majeur pour le transport, le stockage ou lorsque l’on veut utiliser la même cartouche sur différents appareils (réchauds, lampes). Emballage perdu. La préférée des randonneurs pour son encombrement minimum. Contient 450 g Butane / Propane mix Référence constructeur : 203085 Notez bien que le calcul du poids, dans le panier, est volontairement gonflé pour compenser l",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Packde24CartouchesdegazCAMPINGAZCV470PLUS.png?v=1769879929,Campingaz,Accessoire,Non classé
lit-doha-velours-rose-avec-coffre-160x200-cm-eurodesign-746r160,LIT DOHA VELOURS ROSE AVEC COFFRE 160x200 cm EURODESIGN 746R160,Eurodesign,550.0,575.0,25.0,4.0,LIT DOHA VELOURS ROSE AVEC COFFRE 160x200 cm EURODESIGN 746R160,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/LITDOHAVELOURSROSEAVECCOFFRE160x200cmEURODESIGN746R160.png?v=1771062291,,Literie,Non classé
refrigerateur-combine-integrable-a-ica-ab8272e,Réfrigérateur combiné intégrable AMICA AB8272E,Amica,573.0,598.0,25.0,4.0,Réfrigérateur combiné intégrable AMICA AB8272E CARACTÉRISTIQUES GÉNÉRALES • Type : Réfrigérateur Combiné • Installation : encastrable • Fixation : glissière • Volume utile total : 270 L • RÉFRIGÉRATEUR • Volume utile : 195 L • Froid statique • Dégivrage automatique • Thermostat électronique • Éclairage : LED • 4 clayettes verre • 1 clayette à bouteilles • 3 balconnets • 1 dessus de bac à légumes • 1 bac à légumes • 1 support à œufs • Contre-porte non modulable • CONGÉLATEUR 4* • Volume utile : 70 L • Froid statique • Dégivrage manuel • 3 tiroirs • 2 clayettes • DONNÉES TECHNIQUES • Porte réver,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_2778dbab-c45d-49b3-9c44-0a6af93ab12a.png?v=1769793629,Amica,Réfrigérateur,Non classé
toaster-4-tranches-smeg-tsf03-rouge,Toaster 4 tranches Smeg TSF03-Rouge,SMEG,185.0,210.0,25.0,12.0,Toaster 4 tranches Smeg TSF03 Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N • Esthétique années '50 • Famille: Toaster/Grille-pain • Nombre de tranches: 4 • Esthétique: Années 50 • Famille: Toaster/Grille-pain • Nombre de panneaux de commande: 2 • Nombre de fentes: 4 • Nombre de tranches: 4 • Nombre de tiroirs ramasse-miettes: 2 TYPE • Esthétique: Années 50 • Matériau du corps: Inox • Couleur de la base: Chromé brillant • Matériau de la base: Plastique • Couleur du top: Chromé brillant • Matériau du top: Plastique ESTHÉTIQUE • Type de commandes: Levie,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_34bfee5f-74c6-49ed-a586-cb6440a13a70.png?v=1772287740,SMEG,Grille-pain,Non classé
chauffage-radiant-d-exterieur-1300-w-drexon-705500,Chauffage Radiant d'extérieur 1300 W DREXON 705500,Drexon,90.0,115.0,25.0,22.0,"Chauffage radiant d’extérieur 1300 W Noir Corps en aluminium Support pour fixation murale fourni Doté d’un tube halogène permettant un rayonnement efficace et immédiat de la chaleur Equipé d’un cordon d’alimentation de 5m Utilisation idéale pour terrasse extérieure, entrepôt, garage, abris de jardin, patio IP55 Dimensions : 43,3 x 22,5 x 21,8 cm Poids : 4,5 Kg Garantie 2 ans",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/ChauffageRadiantd_exterieur1300WDREXON705500.png?v=1771347094,,Chauffage,Non classé
domino-emaille-et-inox-monte-gaz-butane-glem-gt32gix,Domino émaillé et inox (monté gaz butane) GLEM GT32GIX,Glem,199.0,224.0,25.0,11.0,"Domino émaillé et inox (monté gaz butane) GLEM GT32GIX Informations générales de la table de cuisson : Performances • 2 foyers gaz : Rapide 3000 W Auxiliaire 1000 W • Puissance gaz totale : 4 kW Confort d’utilisation • Commandes frontales par manettes • Allumage une main Sécurités • Sécurité gaz par thermocouples Équipement • Grille émaillée mate, aspect fonte • Équipé pour le gaz naturel • Injecteurs gaz butane/propane fournis • Puissance électrique d’installation : 0,6 W • 1 A - 230 V - 50/60 Hz • Cordon d’alimentation : 120 cm - Sans prise • Joint d’étanchéité fourni • Produit l x P : 290 x",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Dominoemailleetinox_montegazbutane_GLEMGT32GIX.png?v=1768498518,,Plaque de cuisson,Maison et jardin > Arts de la table et arts culinaires > Électroménager de cuisine > Réchauds portables
toaster-4-tranches-smeg-tsf03-bleu-azur,Toaster 4 tranches Smeg TSF03-Bleu Azur,SMEG,185.0,210.0,25.0,12.0,Toaster 4 tranches Smeg TSF03 Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N • Esthétique années '50 • Famille: Toaster/Grille-pain • Nombre de tranches: 4 • Esthétique: Années 50 • Famille: Toaster/Grille-pain • Nombre de panneaux de commande: 2 • Nombre de fentes: 4 • Nombre de tranches: 4 • Nombre de tiroirs ramasse-miettes: 2 TYPE • Esthétique: Années 50 • Matériau du corps: Inox • Couleur de la base: Chromé brillant • Matériau de la base: Plastique • Couleur du top: Chromé brillant • Matériau du top: Plastique ESTHÉTIQUE • Type de commandes: Levie,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Toaster4tranchesSmegTSF03-BleuAzur.png?v=1772291474,SMEG,Grille-pain,Non classé
toaster-4-tranches-smeg-tsf03-vert-d-eau,Toaster 4 tranches Smeg TSF03-Vert d'eau,SMEG,185.0,210.0,25.0,12.0,Toaster 4 tranches Smeg TSF03 Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N • Esthétique années '50 • Famille: Toaster/Grille-pain • Nombre de tranches: 4 • Esthétique: Années 50 • Famille: Toaster/Grille-pain • Nombre de panneaux de commande: 2 • Nombre de fentes: 4 • Nombre de tranches: 4 • Nombre de tiroirs ramasse-miettes: 2 TYPE • Esthétique: Années 50 • Matériau du corps: Inox • Couleur de la base: Chromé brillant • Matériau de la base: Plastique • Couleur du top: Chromé brillant • Matériau du top: Plastique ESTHÉTIQUE • Type de commandes: Levie,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_0e302afc-c0ab-402b-8701-f7d05fcf80d9.png?v=1772288447,SMEG,Grille-pain,Non classé
toaster-4-tranches-smeg-tsf03-rose,Toaster 4 tranches Smeg TSF03-Rose,SMEG,185.0,210.0,25.0,12.0,Toaster 4 tranches Smeg TSF03 Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N • Esthétique années '50 • Famille: Toaster/Grille-pain • Nombre de tranches: 4 • Esthétique: Années 50 • Famille: Toaster/Grille-pain • Nombre de panneaux de commande: 2 • Nombre de fentes: 4 • Nombre de tranches: 4 • Nombre de tiroirs ramasse-miettes: 2 TYPE • Esthétique: Années 50 • Matériau du corps: Inox • Couleur de la base: Chromé brillant • Matériau de la base: Plastique • Couleur du top: Chromé brillant • Matériau du top: Plastique ESTHÉTIQUE • Type de commandes: Levie,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_387e8e5c-b731-4e29-9d78-d4a43c470f0d.png?v=1772287993,SMEG,Grille-pain,Non classé
chauffage-panneau-rayonnant-mobile-1500-w-drexon-921220,Chauffage panneau rayonnant mobile 1500 W DREXON 921220,Drexon,125.0,150.0,25.0,17.0,Chauffage panneau rayonnant mobile 1500 W DREXON 921220 Panneau de verre noir Tableau de contrôle à touches sensitives avec écran LCD Programme hebdomadaire Thermostat électronique Position hors-gel Protection contre la surchauffe A poser sur pied Classe II Norme d’étanchéité : IP24 Dimensions : 70 x 23 x 52.6 cm Garantie 1 an,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Chauffagepanneaurayonnantmobile1500WDREXON921220.png?v=1771346899,,Chauffage,Non classé
support-inox-pour-centre-de-cuisson-smeg-kit3a3-6,Support inox pour centre de cuisson SMEG KIT3A3-6,SMEG,125.0,150.0,25.0,17.0,Description du produit Ce produit n'est plus distribué. Veuillez vous reporter sur les produits apparentés et les produits incitatifs concernant les accessoires Contactez nous pour une demande de pièces détachées ou consultez notre base de données ou notre site SAV et pièces détachées Support inox pour centre de cuisson SMEG KIT3A3-6 Option pour centres de cuisson A5-8 et A3-7 Code EAN : 8017709121877,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/SupportnoirpourcentredecuissonSMEGKIT3N6_2012730b-de2c-4e27-a66f-3d721979080c.png?v=1772293602,SMEG,Accessoire,Non classé
pompe-a-eau-pressurisee-17-l-min-12-v-dometic-powerpump-pp1217,"Pompe à eau pressurisée (17 l/min, 12 V) Dometic PowerPump PP1217",Dometic,128.0,153.0,25.0,16.0,"Fiche technique Elle peut pomper 17 l par minute et se branche sur une prise 12 V DC Facile et rapide à installer grâce au système de connexion à clic breveté. Les supports anti-vibrations réduisent les émissions sonores Performant et consommation d’énergie efficace Fonctionnera à sec sans endommager la pompe Une pompe de capacité supérieure Auto-aspirante Pièces fournies : Pump, coarse filter, adapter, fastening feet, plugs, installation manual Dimensions : L 210 x P 87.5 x H 98.5 mm Poids : 1.8 kg Dimensions du colis : L 360 x P 130.5 x H 110 mm Poids du colis : 2.07 kg Manuel d'installation",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Pompeaeaupressurisee_17lmin_12V_DometicPowerPumpPP1217.png?v=1771091688,Dometic,Accessoire,Non classé
machine-a-cafe-filtre-esthetique-annees-50-smeg-dcf01-creme,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01-Crème,SMEG,185.0,210.0,25.0,12.0,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/MachineaCafeFiltreEsthetiqueannees_50SmegDCF01-Creme.png?v=1772554925,SMEG,Cafetière,Non classé
machine-a-cafe-filtre-esthetique-annees-50-smeg-dcf01-noir,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01-Noir,SMEG,185.0,210.0,25.0,12.0,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/MachineaCafeFiltreEsthetiqueannees_50SmegDCF01-Noir.png?v=1772554812,SMEG,Cafetière,Non classé
machine-a-cafe-filtre-esthetique-annees-50-smeg-dcf01-rouge,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01-Rouge,SMEG,185.0,210.0,25.0,12.0,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/MachineaCafeFiltreEsthetiqueannees_50SmegDCF01-Rouge_7f997eef-bfd4-495f-ad37-3670a81e88ed.png?v=1772556883,SMEG,Cafetière,Non classé
machine-a-cafe-filtre-esthetique-annees-50-smeg-dcf01-bleu-azur,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01-Bleu Azur,SMEG,185.0,210.0,25.0,12.0,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/MachineaCafeFiltreEsthetiqueannees_50SmegDCF01-BleuAzur.png?v=1772555051,SMEG,Cafetière,Non classé
machine-a-cafe-filtre-esthetique-annees-50-smeg-dcf01-vert-d-eau,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01-Vert d'eau,SMEG,185.0,210.0,25.0,12.0,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/MachineaCafeFiltreEsthetiqueannees_50SmegDCF01-Vertd_eau.png?v=1772556769,SMEG,Cafetière,Non classé
machine-a-cafe-filtre-esthetique-annees-50-smeg-dcf01-blanc,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01-Blanc,SMEG,185.0,210.0,25.0,12.0,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/MachineaCafeFiltreEsthetiqueannees_50SmegDCF01-Blanc.png?v=1772555250,SMEG,Cafetière,Non classé
broyeur-a-cafe-creme-smeg-cgf01creu,Broyeur à café Crème SMEG CGF01CREU(F),SMEG,245.0,270.0,25.0,9.0,Couleur: Crème Finition: Brillant Esthétique: Années 50 Matériau du corps: Inox Couleur de la base: Chromé brillant Type de broyeur: Conique Matériau récipient à café en poudre: Tritan™ Matériau récipient à grains: Tritan™ Matériau du couvercle du récipient à café moulu: Plastique et silicone Type de commandes: Manette + Touche + Levier Réservoir à grain avec système de verrouillage rotatif: Oui Quantité de café réglable: Oui Niveau de broyage réglable: Oui Niveau de broyage disponibles: 30 Pieds antidérapants: Oui Système antistatique: Oui Capacité du récipient à café en grains: 350 gr Capaci,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/BroyeuracafeCremeSMEGCGF01CREU_F.png?v=1772550369,SMEG,Cafetière,Non classé
serie-4-aspirateur-sans-sac-rouge-bosch-bgc21x350,"Série 4, Aspirateur sans sac, Rouge BOSCH BGC21X350",Bosch,217.0,241.74,24.74,10.0,"Série 4, Aspirateur sans sac, Rouge BOSCH BGC21X350 Performance Performant, efficace et rapide. Et sans sac. Aucune dépense supplémentaire. Haute performance grâce à un débit d'air ultra rapide et à un moteur puissant doté de pâles aérodynamiques Niveau sonore : 78 db(A) Moteur garanti 10 ans, conçu et développé par Bosch en Allemagne Hygiène Filtre hygiénique HEPA lavable Système de séparation des poussières ultra efficace Confort d'utilisation Format compact Poids net : 4.711 kg Vidage facile et hygiénique du bac Turbobrosse pour une haute performance d'aspiration sur tous types de sols, en ",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_21_ae76a455-bc5b-4b18-b3e4-6fa833f0cdd2.png?v=1770735556,Bosch,Aspirateur,Non classé
extracteur-de-jus-bosch-mesm500w,Extracteur de jus BOSCH MESM500W,Bosch,206.0,230.5,24.5,11.0,"Extracteur de jus BOSCH MESM500W Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N Performance : Puissance : 150 W Technologie d'extraction lente : 55 tours/min Extraction universelle : fruits, légumes, noix, amandes, fruits congelés 1 vitesse + rotation sens inverse Visse sans fin haute résistance en Tritan Accessoires de série : Carafe à jus 1000 ml Réservoir à pulpe 1300 ml 2 filtres : tamis trous fins (jus), tamis gros trous (smoothies) Brosse de nettoyage Livre de 30 recettes de jus, smoothies, sorbets, soupes, laits... Confort d'utilisation : Foncti",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/ExtracteurdejusBOSCHMESM500W.png?v=1771950964,Bosch,Robot culinaire,Non classé
lit-david-en-pin-naturel-140x190-cm-eurodesign-ds140,LIT DAVID EN PIN NATUREL 140x190 cm EURODESIGN DS140,Eurodesign,175.0,199.0,24.0,12.0,LIT DAVID EN PIN NATUREL 140x190 cm EURODESIGN DS140,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/LITDAVIDENPINNATUREL140x190cmEURODESIGNDS140.png?v=1770918544,,Literie,Non classé
